,corps,cat
448,"['girl', 'thank', 'order', 'you', 'deliver', 'wednesday', 'december', 'order', 'confirming', 'order', 'hey', 'salome', 'sevin', 'your', 'order', 'ship', 'soon', 'you', 'receive', 'email', 'confirm', 'send', 'order', 'send', 'preview', 'product', 'information', 'price', 'body', 'thong', 'black', 'stretch', 'asymeric', 'size', 'color', 'black', 'quantity', 'eur', 'eur', 'reduction', 'small', 'body', 'slinky', 'black', 'lace', 'size', 'color', 'black', 'quantity', 'eur', 'eur', 'reduction', 'dress', 'beige', 'tile', 'long', 'sleeve', 'reduction', 'crop', 'black', 'top', 'round', 'neck', 'sleeve', 'size', 'colour', 'black', 'quantity', 'eur', 'reduction', 'black', 'crocodile', 'boot', 'style', 'hiker', 'size', 'color', 'black', 'quantity', 'eur', 'reduction', 'shirt', 'slogan', 'not', 'your', 'baby', ""'s"", 'reduction', 'short', 'sweatshirt', 'imitation', 'sheep', 'zip', 'black', 'contrast', 'sleeve', 'size', 'color', 'black', 'quantity', 'eur', 'eur', 'reduction', 'under', 'total', 'eur', 'shipping', 'standard', 'eur', 'discount', 'code', 'merci', 'save', 'eur', 'total', 'eur', 'rue']",Commandes/Tickets
449,"['hello', 'if', 'you', 'have', 'be', 'obtained', 'your', 'licence', 'to', 'be', 'conduced', 'please', 'do', 'not', 'take', 'account', 'of', 'this', 'mail', 'your', 'application', 'free', 'candidate', 'examination', 'practical', 'test', 'drive', 'licence', 'take', 'account', 'the', 'first', 'first', 'time', 'applicant', '.', 'neph', 'phone', 'must', 'separate', 'space', 'your', 'email', 'address', 'must', 'one', 'send', 'invitation', 'step', 'after', 'click', 'registration', 'receive', 'message', 'tell', 'registration', 'request', 'receive', 'new', 'message', 'either', 'reject', 'registration', 'incorrectly', 'fill', 'questionnaire', 'validate', 'send', 'new', 'link', 'reserve', 'important', 'crain', 'creneaux', 'free', 'add', 'time', 'site', 'reserve', 'place', 'review', 'for', 'question', 'write', 'exclusively', 'candilib@developpement', 'durablegouvfr', 'clearly', 'specify', 'name', 'phone', 'number', 'message', 'send', 'another', 'email', 'address', 'process', 'regard']",Administratif
450,"['candilib', 'mrs', 'mister', 'sevin', 'you', 'request', 'register', 'booking', 'site', 'practical', 'examination', 'drive', 'licence', 'to', 'continue', 'registration', 'must', 'validate', 'email', 'address', 'click', 'link', 'this', 'link', 'valid', 'hour']",Account & Password
451,"['candilib', 'your', 'email', 'address', 'valid', 'registration', 'request', 'verify', 'you', 'receive', 'information', 'hour', 'week', 'end', 'day', 'ferie', 'lequipe', 'candilib', 'candilib']",Account & Password
452,"['candilib', 'madame', 'monsieur', 'sevin', 'welcome', 'candilib', 'you', 'register', 'booking', 'site', 'practical', 'exam', 'drive', 'licence', 'this', 'link', 'valid', 'day', 'receipt', 'email', 'when', 'receive', 'email', 'click', 'login', 'please']",Account & Password
453,"['salome', 'sevin', 'you', 'new', 'message', 'student', 'management', 'accounting', 'you', 'receive', 'mail', 'recapitulative', 'message', 'relationship', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin']",Réseaux sociaux
454,"['reset', 'canva', 'password', 'reset', 'canva', 'password', 'no', 'panic', 'happen', 'everyone', 'to', 'reset', 'password', 'click', 'button', 'or', 'click', 'link']",Account & Password
455,"['you', 'new', 'password', 'you', 'new', 'password', 'you', 'update', 'password', 'if', 'originator', 'change', 'contact', 'abn', 'support']",Account & Password
456,"['microsoft', 'account', 'password', 'reset', 'code', 'use', 'code', 'reset', 'password', 'microsoft', 'account', 'sa*******@gmailcom', 'here', 'code', 'thank', 'lequipe', 'des', 'compte', 'microsoft']",Account & Password
457,"['microsoft', 'account', 'your', 'password', 'change', 'your', 'password', 'microsoft', 'account', 'sa*******@gmailcom', 'modify', 'gmt', 'if', ',', 'ignore', 'electronic', 'message', 'security', 'information', 'use', 'salomesevin@gmailcom', 'country']",Account & Password
458,"['hello', 'salome', 'be', 'two', 'finger', 'away', 'able', 'reconnect', 'pumpkin', 'to', 'reset', 'pumpkin', 'password', 'welcome', 'back', 'mayeul']",Account & Password
459,"['hello', 'salome', 'your', 'request', 'transfer', 'eur', 'take', 'account', 'which', 'money', 'accept', 'debit', 'balance', 'pumpkin', 'money', 'send', 'bank', 'account', 'they', 'put', 'general', 'open', 'arrive', 'saturday', 'sunday', 'sometimes', 'monday', 'bank', 'count', 'open', 'day', 'if', 'make', 'transfer', 'bank', 'account', 'end', 'week', 'usually', 'wait', 'follow', 'week', 'see', 'money', 'bank', 'account']",Economie
460,"['transfer', 'personal', 'account', 'confirm', 'you', 'request', 'transfer', 'eur', 'personal', 'account', 'bank', 'account', 'use', 'money', 'lydia', 'balance', 'lydia', 'account', 'maya', 'message', 'this', 'operation', 'execute', 'tomorrow', 'morning', 'without', 'commission', 'this', 'three', 'day', 'open', 'recipient', 'account', 'credit', 'next', 'time', 'spend', 'directly', 'store', 'without', 'wait', 'lequipe', 'lydia', 'question', 'problem']",Economie
461,"['you', 'new', 'message', 'customer', 'area', 'hello', 'the', 'beneficiary', 'hubert', 'cotte', 'add', 'order', 'make', 'external', 'transfer', 'the', 'rib', 'associate', '*', '*', '*', '*', '*', '*', '*', 'if', 'account', 'delete', 'beneficiary', 'list', 'check', 'late', 'operation', 'if', ',', 'please', 'contact', 'advisor', 'quickly', 'thank', 'trust', 'bnp', 'paribas', 'find', 'we', 'easily', 'chat', 'advisor', 'use', 'secure', 'message', 'download', 'my', 'account', 'app', 'bnp', 'paribas', 'customer', 'area', 'the', 'email', 'address', 'bnp', 'paribas', 'never', 'include', 'direct', 'link', 'page', 'ask', 'enter', 'id', 'secret', 'code', 'bnp', 'paribas', 'customer', 'area', 'never', 'ask', 'email', 'chat', 'phone', 'password', 'id', 'bank', 'card', 'secret', 'code', 'in', 'case', 'doubt', 'contact', 'we', 'free', 'service', 'call', 'price', 'weekday', 'saturday', 'chat', 'website', 'connection', 'cost', 'accord', 'operator', 'bnp', 'paribas', 'sa']",Economie
462,"['hello', 'salome', 'your', 'request', 'transfer', 'eur', 'take', 'account', 'which', 'money', 'accept', 'debit', 'balance', 'pumpkin', 'money', 'send', 'bank', 'account', 'they', 'put', 'general', 'open', 'arrive', 'saturday', 'sunday', 'sometimes', 'monday', 'bank', 'count', 'open', 'day', 'if', 'make', 'transfer', 'bank', 'account', 'end', 'week', 'usually', 'wait', 'follow', 'week', 'see', 'money', 'bank', 'account']",Economie
463,"['thank', 'make', 'purchase', 'apple', 'store']",Economie
464,"['cherecher', 'salome', 'sevin', 'le', 'mot', 'de', 'passe', 'de', 'votre', 'identifiant', 'apple', 'salomesevin@gmailcom', 'ete', 'reinitialise', 'avec', 'succe', 'cordialement', 'lassistance', 'apple', 'copyright', 'apple', 'distribution', 'international', 'hollyhill', 'industrial', 'estate', 'hollyhill', 'cork', 'ireland', 'tous', 'droits', 'reserve']",Account & Password
465,"['cherecher', 'salome', 'sevin', 'le', 'mot', 'de', 'passe', 'de', 'votre', 'identifiant', 'apple', 'salomesevin@gmailcom', 'ete', 'reinitialise', 'avec', 'succe', 'cordialement', 'lassistance', 'apple', 'copyright', 'apple', 'distribution', 'international', 'hollyhill', 'industrial', 'estate', 'hollyhill', 'cork', 'ireland', 'tous', 'droits', 'reserve']",Account & Password
466,"['lost', 'password', 'hello', 'salome', 'if', 'origin', 'request', 'ignore', 'email', 'current', 'password', 'modify', 'lequipe', 'kapten', 'send', 'kapten', 'contact', 'customer@kaptencom', 'copyright']",Account & Password
467,"['you', 'new', 'message', 'customer', 'area', 'hello', 'the', 'beneficiary', 'dany', 'santeny', 'add', 'order', 'make', 'external', 'transfer', 'the', 'rib', 'associate', '*', '*', '*', '*', '*', '*', '*', 'if', 'account', 'delete', 'beneficiary', 'list', 'check', 'late', 'operation', 'if', ',', 'please', 'contact', 'advisor', 'quickly', 'thank', 'trust', 'bnp', 'paribas', 'find', 'we', 'easily', 'chat', 'advisor', 'use', 'secure', 'message', 'download', 'my', 'account', 'app', 'bnp', 'paribas', 'customer', 'area', 'the', 'email', 'address', 'bnp', 'paribas', 'never', 'include', 'direct', 'link', 'page', 'ask', 'enter', 'id', 'secret', 'code', 'bnp', 'paribas', 'customer', 'area', 'never', 'ask', 'email', 'chat', 'phone', 'password', 'id', 'bank', 'card', 'secret', 'code', 'in', 'case', 'doubt', 'contact', 'we', 'free', 'service', 'call', 'price', 'weekday', 'saturday', 'chat', 'website', 'connection', 'cost', 'accord', 'operator', 'bnp', 'paribas', 'sa']",Economie
468,"['dr', 'jessica', 'langlois', 'medical', 'generalist', 'wednesday', 'january', 'payment', 'refund', 'method', 'please', 'bring', 'vitale', 'card', 'jour', 'need', 'mutual', 'card', 'current', 'fee', 'certificate', 'access', 'information', 'avenue', 'du', 'rollet', 'santeny', 'sho', 'yes', 'my', 'account', 'get', 'touch', 'account', 'manage', 'appointment', 'love', 'one', 'download', 'app', 'for', 'even', 'easy', 'management', 'appointment', 'copyright', 'doctolib']",RDV
469,"['candilib', 'madame', 'monsieur', 'sevin', 'welcome', 'candilib', 'you', 'register', 'booking', 'site', 'practical', 'exam', 'drive', 'licence', 'this', 'link', 'valid', 'day', 'receipt', 'email', 'when', 'receive', 'email', 'click', 'login', 'please', 'person', 'it', 'allow', 'access', 'personal', 'account', 'create', 'change', 'reservation', 'you', 'contact', 'we', 'address', 'candilib@developpement', 'durablegouvfr', 'lequipe', 'candilib', 'candilib']",Account & Password
470,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'dfirt', 'booking', 'code', 'thursday', 'january', 'paris', 'orly', 'barcelona', 'ory', 'bcn', 'vy', 'opere', 'your', 'rate', 'include', 'passenger', 'go', 'salome', 'sev', 'card', 'holder', 'blandine', 'misto', 'payment', 'payment', 'method', 'visa', 'card', '.', 'xxxxxxxxxxxx', 'card', 'holder', 'blandine', 'adult', 'place', 'larriere', 'taxis', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'in', 'boarding', 'time', 'may', 'vary', 'visit', 'website', 'if', 'disabled', 'person', 'reduce', 'mobility', 'person', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', 'flight']",Commandes/Tickets
471,"['thank', 'reservation', 'mrs', 'sevin', 'your', 'confirmation', 'reservation', 'attach', 'part', 'mail', 'you', 'find', 'information', 'reservation', 'print', 'confirmation', 'reservation', 'take', 'airport', 'detail', 'reservation', 'destination', 'paris', 'or', 'barcelona', 'paris', 'orly', 'total', 'eur', 'my', 'transavia', 'you', 'manage', 'reservation', 'online', 'even', 'section', 'my', 'transavia', 'you', 'book', 'luggage', 'special', 'hold', 'luggage', 'seat', 'make', 'request', 'assistance', 'manage', 'cancel', 'reservation', 'our', 'you', 'take', 'hand', 'luggage', 'your', 'opinion', 'mail', 'interest', 'we', 'your', 'flight', 'delay', 'hour', 'cancel', 'you', 'refuse', 'access', 'ship', 'you', 'go', 'counter', 'in', 'door', 'right', 'damage', 'assistance', 'information', 'protection', 'personal', 'datum', 'in', 'mail', 'reservation', 'number', 'allow', 'access', 'reservation', 'my', 'transavia', 'you', 'find', 'datum', 'passenger', 'reservation', 'my', 'travel', 'organizer', 'intermediary', 'make', 'reservation', 'several', 'passenger', 'prohibit', 'european', 'legislation', 'relate', 'protection', 'personal', 'datum', 'communicate', 'reservation', 'number', 'passenger', 'reservation', 'indeed', 'transmit', 'reservation', 'number']",Commandes/Tickets
472,"['dear', 'customer', 'suite', 'request', 'please', 'find', 'invoice', 'attach', 'regard', 'opodo']",Economie
473,"['new', 'document', 'available', 'customer', 'area', 'dear', 'customer', 'new', 'document', 'read', 'management', 'account', 'contract', 'available', 'we', 'invite', 'consult', 'time', 'espace', 'scuris', 'mabankbnpparibas', 'section', 'my', 'document', 'document', 'thank', 'trust', 'bnp', 'paribas', 'find', 'we', 'easily', 'chatter', 'advisor', 'use', 'email', 'secure', 'tlload', 'app', 'my', '*', 'enter', 'personal', 'code', 'bnp', 'paribas', 'client', 'area', 'email', 'address', 'bnp', 'paribas', 'never', 'include', 'direct', 'enter', 'id', 'secret', 'code', 'bnp', 'paribas', 'customer', 'area', 'never', 'ask', 'email', 'chat', 'tlphone', 'password', 'id', 'secret', 'code', 'credit', 'card', 'in', 'case', 'doubt', 'contact', 'we', 'free', 'service', 'call', 'price', 'week', 'saturday', 'chat', 'website', 'connection', 'code', 'accord', 'oprator', 'bnp', 'paribas', 'sa', 'sige', 'social', 'boulevard', 'des', 'italien', 'paris', 'immatricle', 'rcs', 'paris']",Economie
474,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'reservation', 'code', 'gjlgwh', 'tuesday', 'february', 'barcelona', 'paris', 'orly', 'bcn', 'ory', 'vy', 'opere', 'your', 'rate', 'include', 'passenger', 'go', 'salome', 'blandine', 'misto', 'adult', 'card', 'eur', 'total', 'eur', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'if', 'one', 'flight', 'operate', 'another', 'company', 'in', 'boarding', 'time', 'may', 'vary', 'consult', 'website', 'if', 'reduce', 'mobility', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', 'flight', 'this', 'procedure', 'mandatory', 'guarantee', 'availability', 'assistance', 'staff', 'legal', 'mention']",Commandes/Tickets
475,"['thank', 'reservation', 'mrs', 'sevin', 'your', 'confirmation', 'reservation', 'attach', 'part', 'mail', 'you', 'find', 'information', 'reservation', 'print', 'confirmation', 'reservation', 'take', 'airport', 'detail', 'reservation', 'destination', 'barcelona', 'reservation', 'orly', 'barcelona', 'total', 'eur', 'my', 'transavia', 'you', 'manage', 'reservation', 'online', 'even', 'section', 'my', 'transavia', 'you', 'book', 'luggage', 'special', 'hold', 'luggage', 'seat', 'make', 'request', 'assistance', 'manage', 'cancel', 'reservation', 'our', 'your', 'mail', 'interest', 'we', 'your', 'flight', 'delay', 'hour', 'cancel', 'you', 'refuse', 'access', 'ship', 'you', 'go', 'counter', 'in', 'door', 'make', '.', 'right', 'damage', 'assistance', 'information', 'protection', 'personal', 'datum', 'in', 'mail', 'reservation', 'number', 'allow', 'access', 'reservation', 'my', 'transavia', 'you', 'find', 'datum', 'passenger', 'reservation', 'my', 'transavi', 'quality', 'travel', 'organizer', 'intermediary', 'make', 'reservation', 'several', 'passenger', 'prohibit', 'european', 'legislation', 'relate', 'protection', 'personal', 'datum', 'communicate', 'number', 'reservation', 'passenger', 'reservation', 'indeed', 'transmit', 'number', 'reservation']",Commandes/Tickets
476,"['hello', 'salome', 'thank', 'reservation', 'yum', 'bring', 'enjoy', 'meal', 'think', 'post', 'review', 'rate', 'yum', 'available', 'fidelity', 'space', 'day', 'date', 'meal', 'reserve', 'wash', 'honor', '*', 'food', 'menu', 'exclude', 'drink', 'valid', 'hourly', 'cenneau', 'reserve', 'reservation', 'number', 'see', 'condition', 'offer', 'site', 'restaurant', 'plaza', 'catalunya', 'barcelona', 'be', 'time', 'outside', 'hourly', 'cennel', 'reserve', 'promotion', 'and/or', 'loss', 'table', 'you', 'change', 'mind', 'remember', 'cancel', 'reservation', 'order', 'free', 'table', 'restaurant', 'grateful', 'condition', 'allow', 'fully', 'enjoy', 'service', 'next', 'change', 'reservation', 'cancel', 'make', 'new', 'reservation', 'la', 'fourchette', 'sas', 'all', 'right', 'reserve', 'la', 'fourchette', 'sas', 'rcs', 'paris', 'no', 'siege', 'social', 'rue', 'saint', 'lazare', 'paris', 'france', 'vat', 'no', 'fr']",Commandes/Tickets
477,"['hello', 'to', 'create', 'new', 'password', 'click', 'button', 'create', 'new', 'pass', 'mot', 'you', 'also', 'use', 'follow', 'link', 'this', 'message', 'generate', 'automatically', 'thank', 'reply']",Account & Password
478,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'nytfv', 'booking', 'code', 'friday', 'february', 'barcelona', 'paris', 'orly', 'bcn', 'ory', 'vy', 'opere', 'sunday', 'february', 'paris', 'orly', 'barcelona', 'ory', 'go', 'back', 'salome', 'sevin', 'payment', 'method', 'visa', 'card', '.', 'xxxxxxxxx', 'cardholder', 'salome', 'baggage', 'add', 'kg', 'eur', 'adult', 'eur', 'total', 'eur', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'if', 'if', 'disabled', 'person', 'reduce', 'mobility', 'person', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', '.']",Commandes/Tickets
479,"['hello', 'liliette', 'you', 'would', 'forget', 'part', 'enclose', 'chance', 'hubert', 'cotte', 'saturday', 'february', 'utc+', 'salome', 'sevin', 'write', 'hello', 'would', 'print', 'page', 'imitate', 'signature', 'last', 'page', 'send']",Perso
480,"[',', 'easy', 'print', 'office', 'sign', 'send', '.', 'even', 'know', 'i', 'think', 'nobodinoz', 'offer', 'envelope', 'stamp', 'page', 'le', 'fevr', 'hubert', 'cotte', 'écrit', 'coucou', 'lilette', 'you', 'would', 'forget', 'part', 'attach', 'chance', 'hubert', 'cotte', 'saturday', 'february', 'utc+', 'salome', 'sevin']",Perso
481,"['identifiant', 'apple', 'salomesevin@gmailcom', 'facture', 'visa', 'salome', 'sevin', 'rue', 'des', 'sellier', 'marolles', 'en', 'brie', 'fra', 'date', 'of', 'facture', 'fevr', 'ndeg', 'de', 'sequeence', 'apple', 'receive', 'refund', 'within', 'period', 'day', 'monthly', 'subscription', 'within', 'period', 'day', 'annual', 'payment', 'partial', 'refund', 'available', 'case', 'legal', 'obligation', 'copyright', 'apple', 'distribution', 'international', 'hollyhill', 'industrial', 'estate', 'hollyhill', 'cork', 'ireland', 'vat', 'ireland', 'ied', 'identifie', 'apple', 'salomesevin@gmailcom', 'ndeg', 'de', 'order', 'mlnmf', 'ndeg', 'de', 'document', 'date', 'of', 'incture', 'fevr', 'ndeg', 'de', 'sequ', 'eur', 'total', 'eur', 'you', 'contact', 'apple', 'receive', 'refund', 'within', 'period', 'day', 'monthly', 'subscription', 'within', 'period', 'day', 'annual', 'payment', 'partial', 'refund', 'available', 'case', 'legal', 'obligation', 'copyright', 'apple', 'distribution', 'international']",Economie
482,"['salome', 'sevin', 'you', 'new', 'message', 'business', 'charge', 'randstad', 'you', 'receive', 'mail', 'recipitative', 'message', 'relationship', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin']",Réseaux sociaux
483,"['salome', 'sevin', 'you', 'new', 'message', 'head', 'basic', 'datum', 'operation', 'emlyon', 'business', 'school', 'you', 'receive', 'mail', 'summary', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name']",Réseaux sociaux
484,"['hello', 'to', 'create', 'new', 'password', 'click', 'button', 'create', 'new', 'pass', 'mot', 'you', 'also', 'use', 'follow', 'link', 'this', 'message', 'generate', 'automatically', 'thank', 'reply']",Account & Password
485,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'nytfv', 'booking', 'code', 'friday', 'february', 'barcelona', 'paris', 'orly', 'bcn', 'ory', 'vy', 'opere', 'sunday', 'february', 'paris', 'orly', 'barcelona', 'ory', 'go', 'back', 'salome', 'sevin', 'payment', 'method', 'visa', 'card', '.', 'xxxxxxxxx', 'cardholder', 'salome', 'baggage', 'add', 'kg', 'adult', 'place', 'larriere', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'company', 'in', 'boarding', 'time', 'may', 'vary', 'visit', 'website', 'if', 'disabled', 'person', 'reduce', 'mobility', 'person', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure']",Commandes/Tickets
486,"['confirmation', 'order', 'hubert', 'cotte', 'thank', 'trust', 'sosh', 'purchase', 'find', 'useful', 'information', 'order', 'email', 'address', 'salomesevin@gmailcom', 'ref', 'email', 'information', 'order', 'date', 'order', 'amount', 'your', 'new', 'plan', 'without', 'obligation', 'the', 'date', 'commissioning', 'new', 'plan', 'an', 'sms', 'inform', 'change', 'the', 'reset', 'plan', 'always', 'month', 'your', 'payment', 'method', 'remain', 'unchanged', 'recatitative', 'monthly', 'sosh', 'mobile', 'package', 'eur', 'eur', 'per', 'month', 'month', 'eur', 'per', 'month', 'monthly', 'total', 'eur', 'per', 'month', 'package', 'recipitative', 'order', 'sosh', 'mobile', 'package', 'eur', 'monthly', 'amount', 'eur', 'per', 'month', 'month', 'eur', 'per', 'month', 'monthly', 'take', 'account', 'promotion', 'benefit', 'eur', 'option', 'per', 'month', 'you', 'benefit', 'period', 'day', 'order', 'change', 'mind', 'you', 'withdraw', 'contract', 'and/or', 'purchase', 'without', 'give', 'reason', 'to', 'exercise', 'you', 'contact', 'customer', 'service', 'if', 'order', 'service', 'offer', 'charge', 'pro', 'rata', 'date', 'receipt', 'withdrawal', 'communication', 'make', 'include', 'package', 'in', 'case', 'purchase', 'orange', 'equipment', 'reimburse', 'payment', 'make', 'contract', 'include', 'delivery', 'cost', '.', 'the', 'case', 'orange', 'vary', 'refund', 'receive', 'property', 'return', 'we', 'provide', 'proof', 'dexpedition', 'the', 'date', 'choose', 'first', 'two', 'fact', 'you', 'return', 'property', 'orange', 'expense', 'within', '14', 'day', 'notification', 'decision', 'withdraw', 'this', 'delay', 'repute', 'respect', 'return', 'property', 'expiry']",Commandes/Tickets
487,"['hello', 'salome', 'thank', 'reservation', 'yum', 'bring', 'enjoy', 'meal', 'think', 'post', 'review', 'rate', 'yum', 'available', 'fidelity', 'space', 'day', 'date', 'meal', 'reserve', 'wash', 'honor', '*', 'food', 'menu', 'exclude', 'drink', 'valid', 'hourly', 'cenneau', 'reserve', 'reservation', 'number', 'see', 'condition', 'offer', 'site', 'restaurant', 'carrer', 'davinyo', 'barcelona', 'be', 'time', 'arrive', 'outside', 'promotion', 'and/or', 'loss', 'table', 'you', 'change', 'mind', 'remember', 'cancel', 'reservation', 'order', 'free', 'table', 'restaurant', 'grateful', 'condition', 'allow', 'fully', 'enjoy', 'service', 'next', 'change', 'reservation', 'cancel', 'make', 'new', 'reservation', 'la', 'fourchette', 'sas', 'all', 'right', 'reserve', 'la', 'fourchette', 'sas', 'rcs', 'paris', 'no', 'siege', 'social', 'rue', 'saint', 'lazare', 'paris', 'france', 'vat', 'no', 'fr']",Commandes/Tickets
488,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'reservation', 'code', 'gjlgwh', 'tuesday', 'february', 'barcelona', 'paris', 'orly', 'bcn', 'ory', 'vy', 'opere', 'your', 'rate', 'include', 'passenger', 'go', 'salome', 'blandine', 'misto', 'adult', 'place', 'larriere', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'if', 'one', 'flight', 'operate', 'another', 'company', 'in', 'boarding', 'time', 'may', 'vary', 'consult', 'website', 'disabled', 'mobile', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', 'flight', 'this', 'procedure', 'mandatory', 'guarantee', 'availability', 'assistance', 'staff', 'legal', 'mention']",Commandes/Tickets
489,"['reinitialising', 'your', 'pass', 'historage', 'salome', 'you', 'request', 'reset', 'password', 'click', 'follow', 'link', 'copy', 'browser', 'after', 'choose', 'new', 'password', 'redirect', 'login', 'page', 'login', 'password', 'if', 'account', 'origin', 'request', 'ignore', 'email', 'if', 'request', 'reset', 'password', 'make', 'part', 'creation', 'unique', 'password', 'know']",Account & Password
490,"['change', 'of', 'your', 'passment', 'mot', 'hello', 'salome', 'this', 'confirmation', 'password', 'salomesevin@gmailcom', 'account', 'change', 'it', 'modify', 'service', 'access', 'mytf', 'my']",Account & Password
491,"['hello', 'salome', 'thank', 'reservation', 'yum', 'bring', 'enjoy', 'meal', 'think', 'put', 'review', 'to', 'rate', 'yum', 'available', 'fidelity', 'space', 'day', 'date', 'meal', 'reserve', 'wash', 'carta', 'con', 'eltenedor', '*', 'esta', 'promocion', 'se', 'aplica', 'sin', 'consumo', 'minimo', 'ni', 'restrriccione', 'de', 'plato', 'para', 'que', 'coma', 'lo', 'que', 'te', 'apetez', 'the', 'offer', 'site', 'restaurant', 'gran', 'via', 'de', 'les', 'cort', 'catalane', 'barcelona', 'be', 'arrival', 'time', 'outside', 'time', 'limit', 'min', 'cause', 'non', 'application', 'promotion', 'loss', 'table', 'you', 'change', 'in', 'order', 'free', 'table', 'restaurant', 'grateful', 'condition', 'allow', 'take', 'full', 'advantage', 'service', 'next', 'reservation', 'need', 'change', 'reservation', 'cancel', 'make', 'new', 'reservation', 'la', 'four']",Commandes/Tickets
492,"['hello', 'salome', 'thank', 'reservation', 'yum', 'bring', 'enjoy', 'meal', 'think', 'put', 'review', 'to', 'rate', 'yum', 'available', 'fidelity', 'space', 'day', 'date', 'meal', 'reserve', 'wash', 'carta', 'con', 'eltenedor', '*', 'esta', 'promocion', 'se', 'aplica', 'sin', 'consumo', 'minimo', 'ni', 'restrriccione', 'de', 'plato', 'para', 'que', 'coma', 'lo', 'que', 'te', 'apetez', 'the', 'offer', 'website', 'restaurant', 'carrer', 'denric', 'granado', 'barcelona', 'be', 'arrival', 'time', 'outside', 'hourly', 'cennel', 'reserve', 'min', 'cause', 'non', 'application', 'promotion', 'loss', 'table', 'you', 'restaurant', 'table', 'grateful', 'condition', 'allow', 'fully', 'enjoy', 'service', 'next', 'reservation', 'need', 'modify', 'reservation', 'cancel', 'make', 'new', 'reservation', 'la', 'fourchette', 'sas', 'all', 'right', 'reserve']",Commandes/Tickets
493,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'ubltvf', 'booking', 'code', 'sunday', 'march', 'paris', 'orly', 'barcelona', 'ory', 'bcn', 'vy', 'opere', 'your', 'rate', 'include', 'passenger', 'go', 'salome', 'se', 'adult', 'blandine', 'card', 'eur', 'discount', 'eur', 'total', 'eur', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'if', 'one', 'flight', 'operate', 'another', ',', 'in', 'boarding', 'time', 'may', '.', 'disabled', 'mobile', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', 'flight', 'this', 'procedure', 'mandatory', 'guarantee', 'availability', 'assistance', 'staff', 'legal', 'mention']",Commandes/Tickets
494,"['hello', 'salome', 'thank', 'reservation', 'yum', 'bring', 'enjoy', 'meal', 'think', 'post', 'review', 'rate', 'yum', 'available', 'fidelity', 'space', 'day', 'date', 'meal', 'reserve', 'wash', 'honor', 'reservation', 'without', 'promotion', 'booking', 'number', 'restaurant', 'carrer', 'ample', 'barcelona', 'be', 'time', 'outside', 'time', 'limit', 'min', 'cause', 'application', 'promotion', 'and/or', 'loss', 'table', 'you', 'change', 'mind', 'remember', 'free', 'table', 'restaurant', 'grateful', 'condition', 'allow', 'take', 'full', 'advantage', 'service', 'next', 'reservation', 'need', 'change', 'reservation', 'cancel', 'make', 'new', 'reservation', 'la', 'fourchette']",Commandes/Tickets
495,"['salome', 'sevin', 'you', 'new', 'civil', 'message', 'engineer', 'you', 'receive', 'mail', 'summary', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'logo', 'linkedin']",Réseaux sociaux
